STA,lat,lon,n_arrivals
SNZO,-41.3103,174.7050,2
ARVC,35.1269,-118.8301,2
ATAF,35.8737,4.2772,2
ASCN,-7.9327,-14.3601,2
MNTQ,45.5003,-73.6228,2
MNMC,-19.1311,-69.5955,2
MNGI,12.8923,74.8677,2
NEE2,34.7676,-114.6188,2
TOBO,45.2257,-81.5234,2
BOM,18.8976,72.8127,2
BOLS,43.8289,21.9532,2
BOLP,16.3810,119.9130,2
PSAB3,-21.5933,119.8549,2
DDMP,6.1045,125.7113,2
DBC,43.0200,46.8300,2
SMPP,16.1503,120.6800,2
SMLC,8.8010,-74.0713,2
MARP,2.8430,-75.9550,2
MALC,4.0130,-77.3352,2
NIAQ,70.7887,-53.6641,2
JHMI,1.0821,127.4783,2
JNW,71.0290,-8.4280,2
TOO,-37.5714,145.4910,2
JMIU,28.5690,77.2920,2
JSG,34.6760,138.1845,2
MMC7,33.0221,35.3926,2
ADK,51.8830,-176.6841,2
ACTO,43.6087,-80.0624,2
GRHM,-33.2767,26.3767,2
GRGR,12.1324,-61.6540,2
PPT,-17.5682,-149.5761,2
SMKI,-0.4461,117.2085,2
VES,35.8409,-119.0847,2
VCNR,39.2956,-119.6503,2
AUKIR,39.2772,30.5308,2
VALF,42.4018,2.0173,2
KOME,42.8505,19.5152,2
NBRF,-8.6795,-35.1272,2
NC605,60.7770,11.4103,2
JWT,35.2825,135.4015,2
DEMI,39.0428,28.7162,2
SLR,-25.7350,28.2817,2
DNZL,37.6897,29.0464,2
PSAC3,-21.6218,119.8278,2
DLH,32.5417,75.9667,2
SKMP,6.5194,124.5429,2
NC600,60.7473,11.4584,2
BO02,-34.7925,-70.7815,2
BMSI,-2.0664,102.3154,2
K49A,42.7835,-83.4556,2
K48A,42.8032,-84.1197,2
K47A,42.6704,-84.9993,2
K40A,42.6999,-91.1383,2
BLDU,-30.6147,116.7091,2
BLSM,-3.1402,102.8072,2
GRAC,36.9961,-117.3662,2
PSMA,36.9950,-25.1288,2
L54A,42.2345,-79.3162,2
L48A,41.9438,-84.4329,2
GRM,-33.3133,26.5083,2
TRSI,2.0256,98.9594,2
BILI,68.0580,166.4490,2
WSTMM,-3.4530,129.9950,2
ACCN,43.3843,-73.6678,2
ABKT,37.9304,58.1189,2
ABH,49.8797,7.5467,2
PSDA,38.1140,20.5841,2
PTSM,2.0119,99.1660,2
PTLC,0.1710,-74.7970,2
PTJ,45.9070,15.9680,2
GRC3,48.8897,11.5848,2
DRAG,38.6839,20.5746,2
DRWO,43.8719,-78.7300,2
DYR,36.7622,22.3337,2
PROD,38.2589,22.9006,2
DMLN,38.2385,20.3734,2
E39A,46.3777,-90.5557,2
SINO,42.0184,35.2019,2
DYDN,39.5436,43.6889,2
DWDS,24.5403,44.8352,2
DUS,42.0902,44.7019,2
X58A,34.5548,-79.3388,2
WWPI,-2.3130,136.3773,2
TPFO,33.6060,-116.4544,2
NC401,61.0804,11.7994,2
NC400,61.0791,11.7189,2
NC304,61.2784,11.3320,2
NC200,61.2807,10.8354,2
KOMG,-29.7970,17.4837,2
NBB40,66.5130,13.0097,2
NBB05,67.0368,14.0306,2
NBAN,-9.6686,-36.2746,2
GHAR,32.1220,13.0863,2
GGERF,55.8410,-4.2220,2
GF16,25.6672,95.4117,2
MATF,45.8308,-0.2883,2
MASS,40.6333,17.1445,2
MASM,5.2985,95.5967,2
SJAF,42.4840,2.8792,2
TROLL,-72.0082,2.5300,2
TRIYO,-2.0601,99.5830,2
TRIS,-37.0682,-12.3152,2
NBLI,-7.3645,-36.9497,2
KPD,48.5630,26.4600,2
KOTAN,60.1301,-124.0527,2
MOKO,26.3210,94.5156,2
SJAC,3.2730,-73.9510,2
E09A,46.5139,-118.1455,2
Q56A,39.0401,-79.1871,2
Q55A,38.9952,-80.0812,2
M48A,41.4846,-84.7171,2
M46A,41.4079,-86.3524,2
LBMI,-0.6379,127.5008,2
PYM,45.7505,3.0078,2
MOD,41.9025,-120.3029,2
KMSI,0.5745,123.9807,2
MORE,24.2360,94.3010,2
MONP2,32.8920,-116.4223,2
TUQ,35.4358,-115.9239,2
KAIM,59.9268,-144.4188,2
KAD,17.3077,74.1835,2
K62A,42.6651,-72.2345,2
K57A,42.7313,-76.5163,2
GMRC,34.7846,-115.6599,2
SFX,31.0375,-114.8503,2
GILDE,66.9293,14.1897,2
Q44A,38.9032,-89.0170,2
EBAD,38.7556,-7.0133,2
E60A,46.3689,-71.4469,2
SHPR,36.5055,-115.1602,2
TT01,62.9066,-156.0204,2
TSPI,-1.4733,132.0898,2
U15A,36.4280,-112.2915,2
TZRR,30.7850,-5.5690,2
TYRN,39.7110,22.2325,2
TWSI,-8.7381,116.8821,2
TWGBT,22.8176,121.0799,2
N57A,40.7556,-77.5509,2
SHOC,35.8995,-116.2753,2
EDFI,-8.7497,121.6903,2
EGRIP,75.6268,-35.9915,2
EGOR,37.1101,-4.1096,2
EDW2,34.8811,-117.9939,2
SGSI,3.6860,125.5286,2
BGLC,60.1205,-143.2841,2
BFZ,-40.6817,176.2463,2
BFSC,34.2388,-117.6585,2
MWC,34.2237,-118.0582,2
BEY,42.8718,19.8931,2
U54A,36.5209,-81.8204,2
N2TV,67.5675,15.1252,2
N2SV,67.8913,13.0098,2
SG1,40.8400,16.6790,2
R47A,38.2957,-86.5270,2
R11B,38.3489,-115.5854,2
QUA2,42.2789,-72.3525,2
SERI,37.1609,24.4853,2
EMIN,37.7675,-6.6724,2
ELIM,-34.5967,19.7450,2
ELGU,36.8678,-3.6266,2
ELFO,43.1930,-81.3163,2
EIDS,-25.3691,151.0817,2
SEYT,39.5200,30.8500,2
SEYD,37.4057,31.8380,2
LGNH,18.5110,-72.6058,2
LLSM,-5.6004,104.8094,2
AB02,49.2591,59.9466,2
AB01,49.2556,59.9431,2
Y60A,34.0046,-78.2163,2
ECEU,35.8978,-5.3768,2
ECAT,39.6062,40.9742,2
ECAB,38.0753,-5.4186,2
BCX,42.3350,-71.1705,2
BCIP,9.1665,-79.8373,2
REAL,36.4840,-5.2078,2
G39A,45.2867,-91.1698,2
RDCM,-1.2955,119.5525,2
RASA,44.2144,27.1493,2
EQTA,37.2072,-3.4426,2
Y12C,33.7503,-114.5238,2
GCIS,45.8672,15.6275,2
GAYA,24.8030,85.2320,2
GAS1,38.3861,48.8405,2
R49A,38.2916,-85.1714,2
G54A,45.3979,-78.0898,2
G45A,45.0404,-85.6571,2
RAGM,60.3870,-144.6750,2
RABL,-4.1912,152.1637,2
B08A,48.3584,-119.3332,2
RICC,50.5439,14.0978,2
G06A,45.2357,-120.6351,2
FUSE,46.4142,13.0011,2
EMIJ,36.5645,-4.7727,2
ELSH,51.1482,1.1345,2
SEK,-28.3233,27.6250,2
RED,60.4196,-152.7742,2
N2IH,67.9662,15.9367,2
KBUK,41.2366,32.6270,2
U49A,36.5129,-85.7796,2
U35K,55.9154,-130.0257,2
U32A,36.3795,-99.0014,2
MTP,18.0972,-65.5525,2
BBGH,13.1434,-59.5588,2
BEIL,34.5417,36.1847,2
AB08,49.2387,59.9280,2
AB07,49.2410,59.9593,2
AB06,49.2611,59.9693,2
AB05,49.2736,59.9431,2
EPT,31.7717,-106.5060,2
EPLO,49.6737,-93.7258,2
EPID,37.6144,23.1189,2
SDHHI,19.3895,-155.2940,2
UDYN,13.9670,43.9670,2
KESN,40.8259,26.6800,2
KEIM,-28.7040,20.9680,2
MXZ,-37.5623,178.3066,2
KHKI,-8.3643,115.6080,2
KHET,28.0741,75.8064,2
KHAM,49.9990,36.2481,2
V58A,35.7940,-79.1150,2
ETOB,38.6447,-1.5478,2
ESPR,36.8686,-5.8562,2
ROEST,67.5202,12.1045,2
FMP,33.7126,-118.2938,2
ROBS,46.2445,13.5094,2
RO37A,47.4602,24.4502,2
REVF,43.7400,7.3675,2
RO02A,46.9461,25.3083,2
RMSM,-2.6233,102.7617,2
FURC,36.4670,-116.8632,2
FUL,32.6476,-16.8922,2
FSK,38.4593,20.5623,2
LUPA,40.5987,-75.3718,2
YERR,38.9852,-119.2406,2
YBH,41.7320,-122.7104,2
AB09,49.2614,59.9181,2
LHSM,-4.1780,103.5742,2
FRNF,45.3867,2.5627,2
ESPN,12.1950,-84.3002,2
ERPM,-26.3433,28.2418,2
AYAN,28.4823,77.1265,2
V54A,35.7771,-81.9478,2
V52A,35.8417,-83.5959,2
KLBR,-31.5915,117.7546,2
KKR,29.9615,76.8207,2
BASI,-10.2189,120.5777,2
BART,37.7772,-25.1689,2
BAR,32.6801,-116.6722,2
UPI,-28.3620,21.2527,2
UMMG,70.6771,-52.1210,2
BBSI,-5.4875,122.5704,2
EUZM,39.7072,39.6976,2
F07A,45.8951,-119.9278,2
EZM,39.9053,41.3623,2
SBJI,-6.1200,106.1300,2
SBC,34.4417,-119.7133,2
SASM,4.8795,95.4825,2
SASI,0.1241,99.8754,2
SAP3,36.4356,25.3454,2
SAP2K,36.4108,25.4457,2
RRSI,0.8410,100.3461,2
RRR,57.8577,-5.8067,2
FLDN,60.2390,-123.4754,2
FIRE,61.1426,-150.2164,2
FID,60.7388,-146.5389,2
FGSL,45.1571,19.8104,2
AB04,49.2578,59.9371,2
LIBD,48.1505,7.6030,2
LSPA,51.9558,178.5714,2
451A,30.6160,-85.7467,2
060A,27.0361,-80.3618,2
255A,31.9263,-82.4758,2
ZAHL,33.8580,35.8853,2
ZRT,33.1015,35.2902,2
ZARC,7.4923,-74.8580,2
ZIRO,27.5266,93.8499,2
109C,32.8889,-117.1051,2
SABA,17.6205,-63.2429,2
ROSB,-2.8967,-44.1246,2
ROROS,62.5615,11.5552,2
RYN,38.6282,-118.5230,2
RUBR,39.0517,-120.1549,2
KK01,43.1054,70.5061,2
MQZ,-43.7061,172.6538,2
CGRP,45.8803,11.8024,2
CGL1,40.6548,17.4762,2
CFAA,-31.6048,-68.2375,2
CER,-33.3617,19.2933,2
CHIPN,-20.2334,32.6466,2
CHBT,12.7526,102.3300,2
253A,32.0612,-84.1294,2
214A,31.9559,-112.8115,2
154A,32.6131,-83.1066,2
147A,32.6738,-88.2708,2
MPR,18.2117,-67.1398,2
AAI,-3.6870,128.1945,2
FALS,54.8564,-163.4175,2
SAMS,41.3610,36.1872,2
FAIRA,56.1087,-118.8648,2
F59A,45.8513,-72.7833,2
ZHG,33.4460,-6.6420,1
143B,32.7032,-91.4036,1
146A,32.6368,-89.0573,1
146B,32.6368,-89.0573,1
LR04,-39.8802,-73.4258,1
LR05,-40.2300,-72.0044,1
LRDF,42.9378,2.5387,1
257A,31.9746,-81.0261,1
319A,31.3757,-109.2809,1
330A,31.4063,-101.1752,1
346B,31.3876,-89.4649,1
429A,30.6248,-101.8938,1
431A,30.6824,-100.6079,1
433A,30.7544,-99.0910,1
441B,30.7498,-93.1898,1
Z35B,33.3309,-97.2530,1
Z35A,33.3308,-97.2530,1
LUMB,26.1382,14.7520,1
LUJL,29.1192,21.3027,1
LTZ,-42.7816,172.2710,1
LR03,-39.6322,-72.3457,1
LPCM,-3.5012,119.5378,1
LTHK,37.7095,20.8367,1
LTBQ,32.0557,23.9210,1
LSHF,29.9868,14.2477,1
LRMC,35.4795,-117.6821,1
LRL,35.4795,-117.6821,1
YUBA,39.3376,-120.5372,1
A034A,46.9113,13.0779,1
A031A,48.4272,13.4975,1
A029A,47.4301,13.7610,1
F26A,45.8512,-102.6697,1
SAP1,36.3579,25.3957,1
S47A,37.5946,-86.8779,1
S45A,37.6774,-88.5804,1
S43A,37.5716,-90.0754,1
S39B,37.6909,-93.3226,1
S39A,37.6910,-93.3226,1
FDFM,14.7349,-61.1597,1
FDF,14.7333,-61.1503,1
FCAR,35.8898,-92.1242,1
FASA,40.8162,17.3541,1
FARB,37.6978,-123.0011,1
SAO,36.7640,-121.4472,1
SANVU,-15.4471,167.2032,1
SANA,15.3870,44.2050,1
SAM,14.8411,-61.1638,1
SBD1,52.9055,-3.2585,1
SBD,50.5653,-4.6856,1
SART,40.6889,27.1800,1
SARAR,30.3780,41.9350,1
RREF,4.9010,-75.3470,1
FILF,42.5603,2.5603,1
RWWY,41.6889,-107.2102,1
RUZG,40.7242,31.7936,1
RUSF,43.9412,5.4837,1
RUBB,54.3262,-130.2523,1
RSSM,2.5979,98.7830,1
F04A,45.9325,-122.4193,1
F40A,45.9190,-90.1217,1
F37A,45.7243,-92.6264,1
F36A,45.8618,-93.5241,1
F33A,45.8398,-96.2929,1
ES01,39.6703,-3.9475,1
ETOS,39.7678,2.8144,1
ETH05,26.8664,40.1870,1
ETH04,26.6724,40.4281,1
RODM,-19.6962,63.4413,1
ROCAM,-19.7555,63.3698,1
FOZ,-43.5321,169.8155,1
FORD,36.6879,-121.7805,1
FNO,35.2571,-97.4006,1
FLET,44.7225,-72.9522,1
ROC1,-32.9759,-71.0156,1
RO34A,46.4139,22.9964,1
RO13A,43.8299,24.7919,1
SCI2,32.9799,-118.5470,1
SC01,19.4272,-70.7277,1
SBLHI,19.4270,-155.2680,1
RIM,19.3953,-155.2740,1
G03D,45.2115,-123.2641,1
FW07,32.7025,-97.7861,1
FW06,32.9726,-97.5569,1
RGRI,-0.3491,102.3338,1
RO10A,45.1565,21.7779,1
RO07A,46.3320,27.1086,1
RNPP2,51.3266,25.8896,1
RNPP1,51.3498,25.7657,1
FSUO,30.4455,-84.2988,1
FRMA,35.0188,25.8555,1
FPAL,34.5403,-85.6113,1
RMGR,44.6627,22.6922,1
SCZ2,33.9954,-119.6351,1
SCOT,41.3920,-122.8538,1
ES10,39.6580,-3.9026,1
EMAZ,42.9490,-8.9765,1
ELS,33.6478,-117.4270,1
SDS1,36.1492,45.4858,1
RESF,42.8077,0.3385,1
RDMU,40.5708,-109.5695,1
G38A,45.1693,-91.8549,1
G28A,45.0749,-100.9161,1
G26A,45.2937,-102.5990,1
RCP,11.5600,122.7450,1
EOSO,28.0718,-15.5525,1
ENPP,11.2060,119.4250,1
SDKM,5.6410,117.1950,1
SDAG,38.4396,30.9175,1
SCZP,15.7744,119.9115,1
RLSI,2.0687,99.8455,1
RKGY,-34.6094,116.9773,1
R54A,38.1809,-80.9904,1
R53A,38.3307,-81.9513,1
R52A,38.3366,-82.6443,1
R51A,38.3001,-83.5834,1
GDU01,-13.7200,-39.5753,1
GDM,45.2038,6.1163,1
GBAS,45.9348,14.4423,1
RAO,-29.2517,-177.9180,1
G63A,45.1147,-69.6186,1
G61A,45.2827,-71.5273,1
G60A,45.0977,-72.3337,1
G59A,45.0807,-73.1809,1
G58A,45.1492,-74.0540,1
G46A,45.3176,-84.8621,1
EMLI,35.3000,-2.9500,1
EMB,38.9747,-120.1027,1
R48A,38.4001,-85.8714,1
R46A,38.2124,-87.5114,1
R45A,38.2926,-88.2812,1
R42A,38.2804,-90.7944,1
R41A,38.2976,-91.3795,1
R40B,38.2909,-92.2684,1
R40A,38.2909,-92.2684,1
R32B,38.4225,-98.7111,1
R32A,38.4225,-98.7111,1
R31K,58.4133,-135.7398,1
R18K,57.5665,-154.4524,1
ELAN,0.0000,0.0000,1
EKR9,55.3137,-3.0732,1
EKB6,55.3466,-3.1506,1
EIL2,29.6724,34.9519,1
R61A,38.3303,-75.3390,1
E57A,46.4117,-74.1471,1
SHO,35.8995,-116.2753,1
QIS,-20.5577,139.6052,1
GEML,40.4646,29.2116,1
GEDZ,39.0444,29.4104,1
GDXM,38.8078,-122.7947,1
Q53A,38.8586,-81.5251,1
Q50A,38.8436,-83.9790,1
Q49A,39.0050,-84.8956,1
Q48A,38.9295,-85.7311,1
Q47A,38.9362,-86.4261,1
Q45A,38.8948,-88.1565,1
EBER,36.8979,-2.8896,1
EGSI,-5.3526,102.2767,1
EGRO,37.5342,-7.4831,1
SHAB,43.5389,28.6057,1
PYZ,-46.1663,166.6807,1
GO07,-43.1142,-73.6644,1
GO05,-35.0099,-71.9303,1
GO03,-27.5937,-70.2347,1
GNW,47.5644,-122.8253,1
GNAR,35.9652,-90.0178,1
GHMI,-0.3563,127.8797,1
GF11,24.1895,96.3369,1
GF09,25.1368,96.2192,1
Q43A,38.9410,-89.6991,1
Q41A,38.9539,-91.2317,1
EAU,55.8454,-3.4474,1
EAGL,40.6249,-120.7289,1
E64A,46.4184,-67.8285,1
E63A,46.4220,-68.4220,1
E61A,46.4312,-70.4890,1
PV19,38.3098,-108.9831,1
PV18,38.2462,-108.9090,1
PV17,38.2799,-108.9595,1
GOLM,31.7040,-4.9520,1
GOLD,52.9220,9.4255,1
GO09,-51.2707,-72.3381,1
GO08,-48.4648,-72.5566,1
PV16,38.3112,-108.9159,1
E28B,46.5748,-100.6934,1
E26A,46.4712,-102.4621,1
E08A,46.4911,-119.0595,1
E55A,46.4538,-76.0572,1
E45A,46.3563,-85.1774,1
E42A,46.4301,-87.9140,1
E41A,46.4643,-88.9636,1
SILI,36.3670,33.9239,1
PTGB,-24.7161,-52.0648,1
PSUT,38.5337,-113.8547,1
PSMN,37.0031,-25.0654,1
PSLI,-5.9373,105.5100,1
PSET,37.8233,-25.7208,1
PV03,38.2543,-108.8480,1
PUH,19.3740,-155.2160,1
PTH,29.5857,80.2040,1
GRC4,49.0857,11.5250,1
GRC1,48.9951,11.5200,1
DRS,-12.4313,130.8993,1
E07A,46.5585,-119.8548,1
E03A,46.5459,-123.5632,1
SKDS,45.5464,14.0143,1
SJMP,12.4610,121.1190,1
GMARE,-19.3893,22.1625,1
SLSM,-0.8313,100.6534,1
SLMT,47.2418,-113.4935,1
DNP,-8.6772,115.2102,1
PS4A,55.3460,-161.8565,1
PRVS,42.5077,22.0758,1
PRTV,-33.0669,19.0921,1
PRNS,35.3649,24.5015,1
PRMD,39.5299,21.0965,1
PRAS,41.3525,24.5502,1
DKH,35.4880,-5.3608,1
DIY,37.8958,40.2263,1
SLBS,23.6858,-109.9443,1
SKSM,-1.9460,101.3497,1
SKOMA,-24.5153,23.9328,1
DRCO,43.8766,-78.7023,1
GQP,13.9050,122.4460,1
GRSN,40.9244,38.2681,1
GRN,45.2425,5.7452,1
GRJI,-6.9145,112.4793,1
PR06,18.0557,-66.7247,1
PR05,18.0467,-66.8606,1
PR04,17.9783,-66.6706,1
PR03,18.0665,-66.9378,1
PR02,18.0128,-66.7700,1
PR01,18.0347,-67.0678,1
PPSM,-5.3182,104.0156,1
DGB,38.0521,26.8826,1
DESF,38.4127,22.5321,1
DENT,37.7540,29.0330,1
DIB,53.2025,-132.4767,1
DHS,16.2887,-61.7652,1
SMCO,39.1776,-106.9739,1
SMSM,-0.0059,100.1710,1
PPSI,-2.7630,100.0096,1
GUJM,-7.1715,111.2034,1
GTSI,-0.5981,101.4888,1
GTOI,0.6358,123.0105,1
GTK,27.3191,88.6019,1
PONG,31.9533,75.9500,1
POHA,19.7575,-155.5325,1
PNSH,42.6351,44.6163,1
SMSI,0.9885,122.3654,1
DECC,34.2535,-118.3338,1
DCZ,-45.4647,167.1535,1
DBKI,-1.6792,114.9079,1
DBJI,-6.5538,106.7497,1
SMPL,42.0945,9.2847,1
SMMC,35.3142,-119.9958,1
D03D,47.5347,-123.0894,1
CZSB,-7.7299,-72.7049,1
D61A,47.2022,-70.1868,1
D60A,46.9139,-70.9237,1
D58A,47.0954,-72.8826,1
D49A,47.2726,-81.3562,1
GUNE,38.9025,35.6250,1
GUMT,40.4600,39.4800,1
H04D,44.5234,-122.7377,1
GYB5,37.9206,58.1085,1
GYB4,37.9332,58.0980,1
GYB1,37.9205,58.1259,1
DANT,40.2946,-121.8021,1
DALR,45.3629,26.5966,1
SNJI,-7.7800,111.7590,1
SMTB,-8.8617,-47.5887,1
H58A,44.4176,-74.1798,1
H57A,44.4624,-75.3905,1
H48A,44.7006,-83.3249,1
H47A,44.5994,-84.2062,1
H46A,44.5397,-85.2034,1
H45A,44.6232,-86.0440,1
H42A,44.5091,-88.5311,1
GYA1,37.9232,58.1173,1
PMPB,36.2159,-120.8013,1
PLTM,49.6050,34.5450,1
PLP,11.1650,124.9790,1
PLOR5,45.8455,26.6635,1
PLIO,41.7505,-82.6284,1
D30A,47.1082,-98.7576,1
D26A,47.0301,-102.4357,1
D08A,47.0573,-118.9210,1
CVS,38.3453,-122.4584,1
CUPR,18.3074,-65.2825,1
SQUM,23.5847,58.1765,1
H39A,44.6797,-91.2833,1
PLAR,44.9142,26.0274,1
PKSN,46.8972,19.8673,1
PKSKA,50.4337,-114.1229,1
PKSI,-4.0428,103.2639,1
PKS9,46.5870,18.2789,1
PKS7,47.0473,19.1609,1
PKS6,46.5998,19.5645,1
PKS2,46.4920,19.2131,1
PKDT,7.8920,98.3350,1
SPR3,38.9989,-114.3314,1
SPMM,4.7083,116.4650,1
H59A,44.6455,-73.6905,1
H60A,44.5606,-72.6986,1
HAYD,40.5281,-107.2655,1
HIL04,27.7604,42.7616,1
HICK,36.5409,-89.2288,1
HELL,36.6801,-119.0228,1
PES2,53.1096,157.7226,1
PKD,35.9452,-120.5416,1
PKCU,37.4439,-112.3110,1
PIX,31.5600,-113.4600,1
PINNC,-22.6129,167.4465,1
PETY,40.1766,-122.7884,1
HASN,39.3361,49.2180,1
CTU,40.6925,-111.7503,1
CTAO,-20.0883,146.2540,1
CY603,34.3349,34.5027,1
CWJM,-6.7424,107.4449,1
PCJI,-8.1947,111.1771,1
HMU,37.9380,-110.7418,1
HMT,60.3365,-144.2610,1
HMNX,50.8674,0.3363,1
PB19,-23.9048,-69.2906,1
HMH,19.6027,-155.4830,1
HLP,19.2960,-155.3080,1
HLK,20.7583,-156.2479,1
SRU,39.1108,-110.5238,1
CRQM,60.7567,-143.1390,1
CRQE,60.7523,-143.0926,1
CPSR,45.1534,23.1881,1
SRMI,-2.9415,129.1818,1
SRIG,27.3198,-112.2410,1
SRHM,32.4710,-7.8980,1
H61A,44.5339,-71.9271,1
PB16,-18.3351,-69.5077,1
HPAH,20.0303,-155.6973,1
HOPS,38.9935,-123.0723,1
HOOD,45.3216,-121.6522,1
PB10,-23.5134,-70.5541,1
PB06,-22.7058,-69.5719,1
PB05,-22.8528,-70.2023,1
PB04,-22.3337,-70.1492,1
PB03,-22.0485,-69.7531,1
STCH,19.3853,-155.1250,1
STAX,36.3993,25.4045,1
STAV,58.9348,5.7022,1
CPE,32.8889,-117.1051,1
COYC,-45.5730,-72.0814,1
COMU,40.0990,26.4736,1
COLF,45.5178,3.6945,1
HTM01,26.7114,42.4896,1
HSIG,29.0196,-110.9490,1
HRY,46.7113,-111.8310,1
PARMO,36.6635,-89.7522,1
PAPL,41.2990,-75.0214,1
CLWO,44.4491,-80.3013,1
SVB,13.2720,-61.2520,1
SURF,44.4808,6.8128,1
STS,42.8860,-8.5509,1
CO06,-30.6738,-71.6350,1
CO04,-32.0433,-70.9747,1
CO03,-30.8389,-70.6891,1
CO02,-31.2037,-71.0003,1
STFAR,44.8629,24.9609,1
STCO,43.2096,-79.1705,1
PB18,-17.5895,-69.4800,1
PAOC,41.5160,-79.6811,1
PALE,35.2170,-3.9390,1
PAKS,40.3761,-79.3795,1
PAGB,35.7307,-120.2499,1
PACW,39.9950,-77.9248,1
PACH,41.7567,-79.1714,1
P61A,39.6734,-74.7919,1
PAYG,-0.6740,-90.2858,1
PAULI,34.8210,-81.8144,1
PATS,6.8367,158.3125,1
PASH,40.0260,-78.6357,1
HULI,36.0213,-121.2355,1
HUH,19.6847,-155.8357,1
HTM04,27.0190,42.2819,1
HTM03,27.0386,42.4549,1
HTM02,26.8822,42.5930,1
T42B,37.0301,-91.0927,1
T35B,36.9162,-96.5119,1
SZCU,37.5954,-113.0875,1
SWPM,-0.8035,133.5940,1
P55A,39.5078,-79.8265,1
I05D,44.3386,-121.3395,1
HVU,41.7797,-112.7750,1
HUMP,18.1421,-65.8498,1
P50A,39.6086,-83.7988,1
P47A,39.4869,-86.2692,1
SWD,60.1043,-149.4526,1
SVV,13.3180,-61.2160,1
CLTN,36.0912,-86.3315,1
CLNS,56.8369,124.8931,1
CLDB,-10.8732,-55.7965,1
PAPH,18.5225,-72.2993,1
T54A,37.0608,-81.5762,1
T53A,36.9823,-82.5350,1
T52A,37.1076,-82.9852,1
T51A,36.9655,-83.9454,1
P46A,39.6178,-87.2067,1
P44A,39.4676,-88.6209,1
P43A,39.6409,-89.5213,1
P41A,39.6750,-91.0619,1
P40B,39.5298,-92.0483,1
P40A,39.5299,-92.0483,1
P38B,39.6248,-93.5321,1
P38A,39.6248,-93.5321,1
P23K,59.9979,-147.4031,1
P18A,39.6279,-110.2457,1
T46A,37.0417,-87.8941,1
T45B,37.0159,-88.6459,1
CHKZ,53.6761,70.6153,1
CHIL,40.4465,-104.6382,1
CHAS,35.1835,-2.4309,1
TAMR,37.0469,9.1091,1
TAF,34.8142,-2.4142,1
OZB,48.9603,-125.4930,1
I41A,44.0592,-89.8697,1
I40B,43.8916,-90.6177,1
I40A,43.8916,-90.6177,1
I37B,44.0149,-93.4003,1
OXFO,79.7707,21.7235,1
TABU,-5.2690,141.2228,1
TA01,-20.5656,-70.1807,1
T59A,36.9716,-77.5541,1
T56A,37.0288,-80.0311,1
CICN,44.1970,27.0261,1
CCIG,16.2820,-92.1370,1
CBYP,18.2716,-65.8566,1
CBE,16.0670,-61.6111,1
TAWA,27.5938,91.8668,1
TAU,-42.9099,147.3200,1
TASI,-0.3241,100.0791,1
TARA,1.3549,172.9229,1
OSSF,43.2560,-1.2618,1
OSPF,41.6632,9.1915,1
IACM,35.3058,25.0709,1
I59A,43.7957,-73.8744,1
I57A,43.9377,-75.6599,1
I53A,43.8238,-79.5912,1
I46A,43.9411,-85.4472,1
CGP,8.4548,124.6942,1
CFNY,44.1651,-75.0513,1
CBCY,19.7380,-79.7583,1
CAMR,23.0600,-81.3702,1
TEHA,35.7464,51.3868,1
TCUT,41.1178,-111.4085,1
TCRU,38.6095,-112.4472,1
I43A,43.8844,-88.1460,1
ORDF,43.2135,-0.9357,1
OOD,-27.7944,135.6880,1
ONTNC,-22.3073,166.4540,1
ONSM,2.1599,98.6301,1
OK052,35.9936,-96.8028,1
OK033,36.0444,-96.9382,1
OK031,35.9531,-96.8391,1
OK029,35.7966,-97.4549,1
OJGS,35.5045,0.7497,1
CCUT,37.5506,-113.3627,1
BWNR,20.2521,85.8206,1
CAME,36.9435,29.3023,1
C36A,47.7580,-92.8378,1
C35A,47.7007,-93.9763,1
C31A,47.7927,-97.7336,1
TGT,34.0700,-5.0550,1
TEZP,26.6168,92.7989,1
OJBR,35.5835,0.3450,1
IATSM,4.9241,97.7845,1
ID12,44.2076,-114.9719,1
ID11,44.1128,-115.4372,1
ICMP,17.8863,-66.5267,1
ODZ,-45.0440,170.6446,1
ODJA,35.3300,-0.1500,1
OBL,19.4175,-155.2840,1
O60A,40.3177,-75.4050,1
INKA,-27.7410,140.7456,1
IMOD,34.9731,24.7995,1
NWCL,-27.7360,29.8920,1
O59A,40.3114,-76.1859,1
IHMI,1.5082,127.5556,1
IGD,40.2641,29.2015,1
IGBI,-8.8181,115.1456,1
IL04,64.7570,-146.8761,1
IL03,64.7714,-146.8512,1
IKP,32.6501,-116.1095,1
O55A,40.2076,-79.3041,1
O50A,40.1468,-83.6199,1
O48A,40.2571,-85.1553,1
O47A,40.2361,-86.1742,1
O45A,40.2489,-87.7244,1
BYL,19.4120,-155.2600,1
IPPL,35.3487,24.4632,1
IOSP,36.7233,25.2890,1
ISLE,60.6024,-142.3406,1
ISF,78.0617,13.6198,1
IWPI,-2.7581,134.5162,1
ITZ,-15.7465,26.0157,1
NTU,1.3537,103.6851,1
NSR4,31.5399,46.2016,1
BTNK,41.6832,44.7988,1
BTDF,1.3617,103.7750,1
BTCH,36.0375,36.4592,1
BUSI,5.2445,96.2430,1
THEF,48.2268,5.9863,1
O44A,40.1526,-88.4671,1
O41A,40.1156,-90.8820,1
ILSW,59.9832,-153.1425,1
